name,duration_sec,duration_hms,size_bytes,size_mb,path,indexed_in_db
"1 Hour of H.P. Lovecraft Music： The House on Sentinel Hill for Gaming, Arkham Horror, CoC, D&D.mp3",3644.787,01:00:45,59577474,56.818,"mythos/1 Hour of H.P. Lovecraft Music： The House on Sentinel Hill for Gaming, Arkham Horror, CoC, D&D.mp3",yes
"DEMONS _ 1 HOUR of Epic Dark Evil Sinister Dramatic Horror Music [SN5awaBMkuY].mp3",3886.733,01:04:47,59569538,56.810,"combat-epic/DEMONS _ 1 HOUR of Epic Dark Evil Sinister Dramatic Horror Music [SN5awaBMkuY].mp3",yes
"14 GATES.mp3",2480.980,00:41:21,59543647,56.785,"special/disaster/location/otherworldly-rifts/14 GATES.mp3",yes
"SYDNEY - Relaxing Meditative AMBIENT MUSIC： Post-Apocalyptic Cyberpunk Music at Sydney Opera House.mp3",3600.405,01:00:00,59499292,56.743,"contacts/big-city/sydney/SYDNEY - Relaxing Meditative AMBIENT MUSIC： Post-Apocalyptic Cyberpunk Music at Sydney Opera House.mp3",yes
"Cairo -- EGYPTIAN PARADISE 🌈 Relaxing Egyptian music l stress and anxiety relief.mp3",3600.118,01:00:00,59380929,56.630,"contacts/egypt/cairo/Cairo -- EGYPTIAN PARADISE 🌈 Relaxing Egyptian music l stress and anxiety relief.mp3",yes
"1 BASE --- One Hour at Station Blue • Antarctic Horror Ambience.mp3",3695.883,01:01:36,59374984,56.624,"contacts/antarctica/miskatonic-outpost/1 BASE --- One Hour at Station Blue • Antarctic Horror Ambience.mp3",yes
"Flute of Azathoth - Eldritch Music of the Old Ones ｜ Dark Ambient Music.mp3",3695.282,01:01:35,59352830,56.603,"ancient/syzygy/Flute of Azathoth - Eldritch Music of the Old Ones ｜ Dark Ambient Music.mp3",yes
"Yog-Sothoth ( Part 1 of 2 ).mp3",3669.525,01:01:10,59293094,56.546,"ancient/yog-sothoth/Yog-Sothoth ( Part 1 of 2 ).mp3",yes
"1 Hour of H.P. Lovecraft Music： Orchestral Ambient Creepy Horror Music for Role-Playing and Gaming.mp3",3627.128,01:00:27,59283206,56.537,"mythos/1 Hour of H.P. Lovecraft Music： Orchestral Ambient Creepy Horror Music for Role-Playing and Gaming.mp3",yes
"1920s Music Playing in Another Room ｜ Oldies and Ocean View Ambience.mp3",3628.278,01:00:28,59282347,56.536,"action-muted/1920s Music Playing in Another Room ｜ Oldies and Ocean View Ambience.mp3",yes
"Skyrim - Ambience - Apocrypha [Black Book, Dragon, Plane of Oblivion].mp3",3602.730,01:00:03,59276677,56.531,"contacts/other-world/celaeno/Skyrim - Ambience - Apocrypha [Black Book, Dragon, Plane of Oblivion].mp3",yes
"COLD --- Artic Expedition： Unraveling the Frozen Enigma - 1 Hour of Winter Polar Ambience Music 4K ASMR (mp3cut.net).mp3",3630.132,01:00:30,59233021,56.489,"contacts/expedition/expeditions/cold/COLD --- Artic Expedition： Unraveling the Frozen Enigma - 1 Hour of Winter Polar Ambience Music 4K ASMR (mp3cut.net).mp3",yes
"Cairo -- Nation Arab Music Ensemble ＂Classical Music of Egypt＂.mp3",3694.811,01:01:35,59215662,56.472,"contacts/egypt/cairo/Cairo -- Nation Arab Music Ensemble ＂Classical Music of Egypt＂.mp3",yes
"Eldritch Horror & Elder Sign： 1 Hour of H.P. Lovecraft Creepy Music for Board Games and Role Playing.mp3",3644.500,01:00:45,59172452,56.431,"mythos/Eldritch Horror & Elder Sign： 1 Hour of H.P. Lovecraft Creepy Music for Board Games and Role Playing.mp3",yes
"HOT --- Plane of Wildlife ｜ Dangerous and Mysterious ASMR Ambience ｜ 1 Hour #DnD #RPG.mp3",3600.091,01:00:00,59132953,56.394,"contacts/expedition/expeditions/hot/HOT --- Plane of Wildlife ｜ Dangerous and Mysterious ASMR Ambience ｜ 1 Hour #DnD #RPG.mp3",yes
"Nightmares from the Mist - Dark Ambient Music - Immersive Lovecraftian Horror Atmosphere.mp3",3659.233,01:00:59,59062880,56.327,"mythos/Nightmares from the Mist - Dark Ambient Music - Immersive Lovecraftian Horror Atmosphere.mp3",yes
"1 Hour of HP Lovecraft Music Orchestral Ambient Creepy Horror Music for Role-Playing and Gaming.mp3",3609.360,01:00:09,59061779,56.326,"mythos/1 Hour of HP Lovecraft Music Orchestral Ambient Creepy Horror Music for Role-Playing and Gaming.mp3",yes
"7 KADATH --- Dream-Quest to Unknown Kadath (Lovecraftian Dark Ambient Hour).mp3",3624.359,01:00:24,59052519,56.317,"contacts/dreamlands/unknown-kadath/7 KADATH --- Dream-Quest to Unknown Kadath (Lovecraftian Dark Ambient Hour).mp3",yes
"Dream-Quest to Unknown Kadath (Lovecraftian Dark Ambient Hour).mp3",3624.359,01:00:24,59052519,56.317,"contacts/other-world/kadath/Dream-Quest to Unknown Kadath (Lovecraftian Dark Ambient Hour).mp3",yes
"1920s Hotel II ASMR Ambience {8d vintage music}.mp3",3662.315,01:01:02,58807667,56.083,"action-muted/1920s Hotel II ASMR Ambience {8d vintage music}.mp3",yes
"Wasteland ｜ Windy Post-apocalyptic Ambience for Reading, Studying, Relaxing..mp3",3605.081,01:00:05,58749203,56.028,"contacts/devastation/Wasteland ｜ Windy Post-apocalyptic Ambience for Reading, Studying, Relaxing..mp3",yes
"8 The people of Arkham are prowling the streets hunting a witch.mp3",3601.104,01:00:01,58744277,56.023,"contacts/other-world/past/8/8 The people of Arkham are prowling the streets hunting a witch.mp3",yes
"Prison ｜ Immersive Medieval Ambience ｜ 1 Hour #dnd.mp3",3601.084,01:00:01,58714801,55.995,"contacts/obstruction/detained/Prison ｜ Immersive Medieval Ambience ｜ 1 Hour #dnd.mp3",yes
"Dark Ambient Occult Meditation Music - MONASTERY - A Dark Atmospheric Journey.mp3",3600.771,01:00:01,58710661,55.991,"ancient/shub-niggurath/Dark Ambient Occult Meditation Music - MONASTERY - A Dark Atmospheric Journey.mp3",yes
"1 HOUR HYPNOS MEDITATION - Atmospheric Sci Fi Dark Ambient Music Video Mix -.mp3",3600.091,01:00:00,58688619,55.970,"ancient/hypnos/1 HOUR HYPNOS MEDITATION - Atmospheric Sci Fi Dark Ambient Music Video Mix -.mp3",yes
"Broken Pyramid -- TEMPLE OF ANUBIS ｜ Ancient Chant in Egyptian Tomb ｜ ASMR.mp3",3600.091,01:00:00,58683910,55.965,"contacts/egypt/bent-pyramid/Broken Pyramid -- TEMPLE OF ANUBIS ｜ Ancient Chant in Egyptian Tomb ｜ ASMR.mp3",yes
"COLD --- E X P E D I T I O N ｜ 1905 Kanchenjunga Expedition (Ambience + Ambient Mysticwave).mp3",3600.065,01:00:00,58681357,55.963,"contacts/expedition/expeditions/cold/COLD --- E X P E D I T I O N ｜ 1905 Kanchenjunga Expedition (Ambience + Ambient Mysticwave).mp3",yes
"E X P E D I T I O N ｜ 1905 Kanchenjunga Expedition (Ambience + Ambient Mysticwave).mp3",3600.065,01:00:00,58681357,55.963,"contacts/expedition/ruins/E X P E D I T I O N ｜ 1905 Kanchenjunga Expedition (Ambience + Ambient Mysticwave).mp3",yes
"3 SNOWY MOUNTAINS --- Dark Ambient Hour Meditations - Circumference (4 Hz Theta Binaural Ambience).mp3",3600.118,01:00:00,58650123,55.933,"contacts/antarctica/snowy-mountains/3 SNOWY MOUNTAINS --- Dark Ambient Hour Meditations - Circumference (4 Hz Theta Binaural Ambience).mp3",yes
"DARK AMBIENT MUSIC ｜ ONI - 鬼 ｜ Japanese Demons.mp3",3600.118,01:00:00,58586940,55.873,"contacts/big-city/tokyo/DARK AMBIENT MUSIC ｜ ONI - 鬼 ｜ Japanese Demons.mp3",yes
"Ruined Castle ｜ Haunted Or Not ？ Ambience ｜ 1 Hour #dnd.mp3",3601.084,01:00:01,58526530,55.815,"contacts/devastation/Ruined Castle ｜ Haunted Or Not ？ Ambience ｜ 1 Hour #dnd.mp3",yes
"Pharaoh Meditation - Inspiring Egyptian Meditation Music - Mysterious Middle Eastern Ambient Music.mp3",3600.039,01:00:00,58520252,55.809,"ancient/nephren-ka/Pharaoh Meditation - Inspiring Egyptian Meditation Music - Mysterious Middle Eastern Ambient Music.mp3",yes
"Losing Sanity ｜ Cthulhu Ambience ｜ 1 Hour.mp3",3600.091,01:00:00,58507056,55.797,"special/death-sanity/Losing Sanity ｜ Cthulhu Ambience ｜ 1 Hour.mp3",yes
"Haunted Ghost Ship Ambience ｜ 1Hour of creepy ambience.mp3",3603.670,01:00:04,58478763,55.770,"contacts/general/sea/space-8/Haunted Ghost Ship Ambience ｜ 1Hour of creepy ambience.mp3",yes
"Shub-Niggurath 2⧸2.mp3",3616.366,01:00:16,58449299,55.742,"ancient/shub-niggurath/Shub-Niggurath 2⧸2.mp3",yes
"HOT --- Enchanted Lands, Volume 3 ｜ Ambient Fantasy Music ｜ 1 Hour.mp3",3600.091,01:00:00,58443848,55.736,"contacts/expedition/expeditions/hot/HOT --- Enchanted Lands, Volume 3 ｜ Ambient Fantasy Music ｜ 1 Hour.mp3",yes
"Nile -- Nile Valley in Ancient Egypt ｜ Relaxing Music & Nature Sounds (Remastered Version).mp3",3600.248,01:00:00,58435384,55.728,"contacts/egypt/nile-river/Nile -- Nile Valley in Ancient Egypt ｜ Relaxing Music & Nature Sounds (Remastered Version).mp3",yes
"The Awakening of the Great Old Ones - Dark Ambient Music - Immersive Lovecraftian Horror Atmosphere.mp3",3622.452,01:00:22,58342763,55.640,"ancient/rise-of-the-elder-things/The Awakening of the Great Old Ones - Dark Ambient Music - Immersive Lovecraftian Horror Atmosphere.mp3",yes
"1 Hour of Dark and Mysterious Ambient Music for writing and creativity ｜ Dnd ⧸ RPG Ambience.mp3",3606.465,01:00:06,58319216,55.618,"contacts/expedition/ruins/1 Hour of Dark and Mysterious Ambient Music for writing and creativity ｜ Dnd ⧸ RPG Ambience.mp3",yes
"C T H U L H U ｜ Ruins (Ambience + Dark Ambient Music).mp3",3600.065,01:00:00,58311354,55.610,"contacts/devastation/C T H U L H U ｜ Ruins (Ambience + Dark Ambient Music).mp3",yes
"Getting Ready for a Party in 1921 (Ambience).mp3",3600.091,01:00:00,58267178,55.568,"action-muted/Getting Ready for a Party in 1921 (Ambience).mp3",yes
"Dark Chantings Temple Occult Music - TEMPLE.mp3",3600.144,01:00:00,58171164,55.476,"ancient/abhoth/Dark Chantings Temple Occult Music - TEMPLE.mp3",yes
"RPG ｜ D&D Ambience - Giant Sand Worm (sand, earthquake, roaring).mp3",3600.300,01:00:00,58165679,55.471,"ancient/shudde-mell/RPG ｜ D&D Ambience - Giant Sand Worm (sand, earthquake, roaring).mp3",yes
"Ruined Town ｜ Medieval ASMR Ambience ｜ 1 Hour.mp3",3600.091,01:00:00,58137160,55.444,"contacts/devastation/Ruined Town ｜ Medieval ASMR Ambience ｜ 1 Hour.mp3",yes
"7 You are shocked to see a younger version of yourself.mp3",3600.065,01:00:00,57954933,55.270,"contacts/other-world/past/7/7 You are shocked to see a younger version of yourself.mp3",yes
"Nile -- Ancient Egypt Ambience - NILE RIVER AMBIENT, Egypt Music & Soundtrack, River sounds, Best relaxatio__KoEu4AZhWY.mp3",3599.883,01:00:00,57902186,55.220,"contacts/egypt/nile-river/Nile -- Ancient Egypt Ambience - NILE RIVER AMBIENT, Egypt Music & Soundtrack, River sounds, Best relaxatio__KoEu4AZhWY.mp3",yes
"Sailboat at Night Ambience. Calm Ocean Sounds. Relax, Meditate, Sleep. Subscribe for More! 🌃😴.mp3",3600.666,01:00:01,57852979,55.173,"contacts/general/sea/space-18/Sailboat at Night Ambience. Calm Ocean Sounds. Relax, Meditate, Sleep. Subscribe for More! 🌃😴.mp3",yes
19.mp3,3600.091,01:00:00,57817305,55.139,contacts/general/wilderness/space-19/19.mp3,yes
"Dark and Mysterious Ambient Music ｜ 1 Hour Playlist ｜ D&D Ambience.mp3",3611.089,01:00:11,57781754,55.105,"contacts/expedition/ruins/Dark and Mysterious Ambient Music ｜ 1 Hour Playlist ｜ D&D Ambience.mp3",yes
"A dream for the Ancient.mp3",3606.100,01:00:06,57703409,55.030,"ancient/hypnos/A dream for the Ancient.mp3",yes
"Dance of the Demons ｜ 1 Hour of Japanese War Drums (鬼の踊り).mp3",3591.105,00:59:51,57651069,54.980,"contacts/big-city/tokyo/Dance of the Demons ｜ 1 Hour of Japanese War Drums (鬼の踊り).mp3",yes
"Dark Space Ambient for Sleep.mp3",3600.091,01:00:00,57607016,54.938,"ancient/syzygy/Dark Space Ambient for Sleep.mp3",yes
"DARK AMBIENT MUSIC ｜ Wendigo - Nature's Darkest Hunger.mp3",3600.091,01:00:00,57604862,54.936,"ancient/ithaqua/DARK AMBIENT MUSIC ｜ Wendigo - Nature's Darkest Hunger.mp3",yes
"Spider's Den ｜ Ambience ｜ 1 Hour Extended.mp3",3600.091,01:00:00,57604004,54.935,"ancient/atlach-nacha/Spider's Den ｜ Ambience ｜ 1 Hour Extended.mp3",yes
"You're a stray soul in this abandoned town ｜ Dark Background Ambience.mp3",3600.118,01:00:00,57603867,54.935,"contacts/devastation/You're a stray soul in this abandoned town ｜ Dark Background Ambience.mp3",yes
"Dark_Ambient_Music_At_the_Mountains_of_Madness_inspired_by_H_P_Lovecraft (online-audio-converter.com).mp3",3600.065,01:00:00,57602026,54.934,"ancient/rise-of-the-elder-things/Dark_Ambient_Music_At_the_Mountains_of_Madness_inspired_by_H_P_Lovecraft (online-audio-converter.com).mp3",yes
"4 FROZEN WASTE --- BLIZZARD IN ANTARCTICA_ Howling wind and blowing snow for Relaxing_ Studying_ Sleep_ Winter Ambience [ ezmp3.cc ].mp3",3600.013,01:00:00,57601181,54.933,"contacts/antarctica/frozen-waste/4 FROZEN WASTE --- BLIZZARD IN ANTARCTICA_ Howling wind and blowing snow for Relaxing_ Studying_ Sleep_ Winter Ambience [ ezmp3.cc ].mp3",yes
"1 BASE --- Arctic Camp - Wind - Fire - Distant Wolves - 10 Hours [ ezmp3.cc ].mp3",3600.013,01:00:00,57601181,54.933,"contacts/antarctica/miskatonic-outpost/1 BASE --- Arctic Camp - Wind - Fire - Distant Wolves - 10 Hours [ ezmp3.cc ].mp3",yes
"6 PLATEAU OF LENG --- 10 Hours At the Mountains of Madness ⛰️ Dark Lovecraftian Sounds for Sleep [ ezmp3.cc ].mp3",3600.013,01:00:00,57601181,54.933,"contacts/antarctica/plateau-of-leng/6 PLATEAU OF LENG --- 10 Hours At the Mountains of Madness ⛰️ Dark Lovecraftian Sounds for Sleep [ ezmp3.cc ].mp3",yes
"3 SNOWY MOUNTAINS --- Calmsound Antarctic Wind - 10 Hour Katabatic Wind Sounds for Sleep and Relaxation [ ezmp3.cc ].mp3",3600.013,01:00:00,57601181,54.933,"contacts/antarctica/snowy-mountains/3 SNOWY MOUNTAINS --- Calmsound Antarctic Wind - 10 Hour Katabatic Wind Sounds for Sleep and Relaxation [ ezmp3.cc ].mp3",yes
"3 UNDERWORLD --- 🎧 Dark cave ambience sound sounds on high quality white noise ASMR black screen dark screen [ ezmp3.cc ].mp3",3600.013,01:00:00,57601181,54.933,"contacts/dreamlands/underworld/3 UNDERWORLD --- 🎧 Dark cave ambience sound sounds on high quality white noise ASMR black screen dark screen [ ezmp3.cc ].mp3",yes
"Sahara -- Howling Desert Wind in Monument Valley _ Ambience, Sounds, Windy _ Wilderness White Noise _ 12 Hr 4K [ ezmp3.cc ].mp3",3600.013,01:00:00,57601181,54.933,"contacts/egypt/sahara-desert/Sahara -- Howling Desert Wind in Monument Valley _ Ambience, Sounds, Windy _ Wilderness White Noise _ 12 Hr 4K [ ezmp3.cc ].mp3",yes
"4 FROZEN WASTE --- Windy Winter Storm in Antarctica _ Howling Blizzard Ambience Wind Snow Snowstorm White Noise _ 12 Hr [ ezmp3.cc ].mp3",3599.020,00:59:59,57585299,54.918,"contacts/antarctica/frozen-waste/4 FROZEN WASTE --- Windy Winter Storm in Antarctica _ Howling Blizzard Ambience Wind Snow Snowstorm White Noise _ 12 Hr [ ezmp3.cc ].mp3",yes
"Nuclear Winter Ambience & Sounds _ Howling Windy Snow Storm Post Apocalypse White Noise _ 12 Hr 4K [ ezmp3.cc ].mp3",3599.020,00:59:59,57585299,54.918,"contacts/devastation/Nuclear Winter Ambience & Sounds _ Howling Windy Snow Storm Post Apocalypse White Noise _ 12 Hr 4K [ ezmp3.cc ].mp3",yes
"Post Apocalypse Ambience & Sounds _ Nuclear Winter White Noise Apocalyptic Abandoned City _ 12 Hr 4K [ ezmp3.cc ].mp3",3599.020,00:59:59,57585299,54.918,"contacts/devastation/Post Apocalypse Ambience & Sounds _ Nuclear Winter White Noise Apocalyptic Abandoned City _ 12 Hr 4K [ ezmp3.cc ].mp3",yes
"DARK AMBIENT MUSIC _ Dagon by H.P. Lovecraft.mp3",3580.108,00:59:40,57282831,54.629,"ancient/dagon/DARK AMBIENT MUSIC _ Dagon by H.P. Lovecraft.mp3",yes
"Degung Sundanese Music of West Java [2nrgTossoB0].mp3",3577.208,00:59:37,57180919,54.532,"contacts/general/city/space-20/Degung Sundanese Music of West Java [2nrgTossoB0].mp3",yes
"Chinese Ancient Music   Vol 1, Picture of Primitive Hunting classical, traditional & folk.mp3",3533.427,00:58:53,56672642,54.047,"contacts/big-city/shanghai/Chinese Ancient Music   Vol 1, Picture of Primitive Hunting classical, traditional & folk.mp3",yes
"Dark Ambient from Night City.mp3",3510.152,00:58:30,56168500,53.566,"contacts/big-city/san-francisco/Dark Ambient from Night City.mp3",yes
"1 Hour of HP Lovecraft Music： At the Mountains of Madness (Original Soundtrack).mp3",3501.166,00:58:21,56023484,53.428,"ancient/rise-of-the-elder-things/1 Hour of HP Lovecraft Music： At the Mountains of Madness (Original Soundtrack).mp3",yes
"The Dunwich Horror Complete Soundtrack 1 Hour of  HP Lovecraft Horror Music.mp3",3497.274,00:58:17,55959511,53.367,"ancient/yog-sothoth/The Dunwich Horror Complete Soundtrack 1 Hour of  HP Lovecraft Horror Music.mp3",yes
"Shub-Niggurath 1⧸2.mp3",3444.898,00:57:25,55705815,53.125,"ancient/shub-niggurath/Shub-Niggurath 1⧸2.mp3",yes
"16 7 ТУНГУСКА 1.mp3",3460.180,00:57:40,55365809,52.801,"contacts/general/wilderness/tunguska/16 7 ТУНГУСКА 1.mp3",yes
"Yog-Sothoth ( Part 2 of 2 ).mp3",3417.469,00:56:57,55260206,52.700,"ancient/yog-sothoth/Yog-Sothoth ( Part 2 of 2 ).mp3",yes
"Seamonster battle Music.mp3",3360.157,00:56:00,55070445,52.519,"combat/Seamonster battle Music.mp3",yes
"Lovecraft OST - The Shadow Out of Time (Cosmic Horror Music).mp3",3423.399,00:57:03,54853961,52.313,"contacts/other-world/great-race/Lovecraft OST - The Shadow Out of Time (Cosmic Horror Music).mp3",yes
"Various – Vintage Music From India [Full Compilation] [QD8RbhySzts].mp3",4554.998,01:15:55,54820159,52.281,"contacts/general/city/space-17/Various – Vintage Music From India [Full Compilation] [QD8RbhySzts].mp3",yes
"Yuggoth： 5.mp3",2673.162,00:44:33,54586379,52.058,"contacts/other-world/yuggoth/Yuggoth： 5.mp3",yes
"1 Hour Of Innsmouth Ambient (Lovecraftian Ambient) #lovecraftianambient #hplovecraft #innsmouth.mp3",3351.641,00:55:52,54209924,51.699,"special/characters/silas-marsh/1 Hour Of Innsmouth Ambient (Lovecraftian Ambient) #lovecraftianambient #hplovecraft #innsmouth.mp3",yes
"Nyarlathotep  - Dark Music Part 3 ⧸ 3.mp3",3346.364,00:55:46,54135315,51.627,"ancient/nyarlathotep/Nyarlathotep  - Dark Music Part 3 ⧸ 3.mp3",yes
"Alaska, 1925 [vRq0BZg_Zms].mp3",3600.091,01:00:00,53514139,51.035,"contacts/general/city/space-1/Alaska, 1925 [vRq0BZg_Zms].mp3",yes
"Nyarlathotep ｜ horror ambient music 🎧.mp3",3254.831,00:54:15,52897926,50.447,"ancient/nyarlathotep/Nyarlathotep ｜ horror ambient music 🎧.mp3",yes
"Tense Fight _ D&D_TTRPG Battle_Combat_Fight Music _ 1 Hour _ Copyright free [378jfMSW8V4].mp3",3841.959,01:04:02,52807280,50.361,"combat/Tense Fight _ D&D_TTRPG Battle_Combat_Fight Music _ 1 Hour _ Copyright free [378jfMSW8V4].mp3",yes
"Azathoth 1⧸ 2.mp3",3265.123,00:54:25,52657568,50.218,"ancient/azathoth/Azathoth 1⧸ 2.mp3",yes
"Dagon - 2 - 2 hours of Dark Lovecraft Ambience.mp3",3276.147,00:54:36,52419329,49.991,"ancient/dagon/Dagon - 2 - 2 hours of Dark Lovecraft Ambience.mp3",yes
"Dark Ambient Dreams.mp3",3156.696,00:52:37,51138659,48.770,"ancient/hypnos/Dark Ambient Dreams.mp3",yes
"Dagon - 1 - 2 hours of Dark Lovecraft Ambience.mp3",3180.016,00:53:00,50881239,48.524,"ancient/dagon/Dagon - 1 - 2 hours of Dark Lovecraft Ambience.mp3",yes
"Psyclopean - The Dreamlands (full album) Lovecraft dark ambient, dungeon synth, atmospheric mythos.mp3",3155.879,00:52:36,50502604,48.163,"contacts/other-world/dreamlands/Psyclopean - The Dreamlands (full album) Lovecraft dark ambient, dungeon synth, atmospheric mythos.mp3",yes
"Rachmaninov - Trio élégiaque no. 2, op. 9 (Audio+Sheet) [Kogan⧸Luzanov⧸Svetlanov].mp3",3149.453,00:52:29,50393779,48.059,"special/characters/william-yorick/Rachmaninov - Trio élégiaque no. 2, op. 9 (Audio+Sheet) [Kogan⧸Luzanov⧸Svetlanov].mp3",yes
"Mozart - «The Great Mass» in C minor, KV427 ｜ La Chambre Philharmonique.mp3",2944.862,00:49:05,49315255,47.031,"special/characters/zoey-samaras/Mozart - «The Great Mass» in C minor, KV427 ｜ La Chambre Philharmonique.mp3",yes
"HP Lovecraft Dark and Mysterious Orchestral Music： Cultistorm.mp3",3032.085,00:50:32,48516563,46.269,"mythos/HP Lovecraft Dark and Mysterious Orchestral Music： Cultistorm.mp3",yes
"African Voodoo Drum Music.mp3",2946.194,00:49:06,47448989,45.251,"special/characters/akachi-onyele/African Voodoo Drum Music.mp3",yes
"Beethoven Sonata quasi una fantasia, No.14 in C# Minor, Moonlight (Lortie, Jando).mp3",1896.411,00:31:36,45514011,43.406,"special/characters/dexter-drake/Beethoven Sonata quasi una fantasia, No.14 in C# Minor, Moonlight (Lortie, Jando).mp3",yes
"Down Darker Trails： Orchestral Horror Music for Ain't Slayed Nobody Podcast.mp3",2770.338,00:46:10,44328746,42.275,"mythos/Down Darker Trails： Orchestral Horror Music for Ain't Slayed Nobody Podcast.mp3",yes
"8 A future version of you lies in a rancid hotel room.mp3",2586.645,00:43:07,42068087,40.119,"contacts/other-world/future/8/8 A future version of you lies in a rancid hotel room.mp3",yes
"The King in Yellow.mp3",2442.841,00:40:43,40069624,38.213,"ancient/hastur/The King in Yellow.mp3",yes
"DARK --- The Lost Expedition Into The Hollow Earth (AI Art Project w⧸ dark ambient soundscape).mp3",2034.625,00:33:55,33421931,31.874,"contacts/expedition/expeditions/cold/DARK --- The Lost Expedition Into The Hollow Earth (AI Art Project w⧸ dark ambient soundscape).mp3",yes
"[Kocsis-Ránki] Mozart Sonata for Two Pianos in D, K448.mp3",1372.552,00:22:53,32941381,31.415,"special/characters/harvey-walters/[Kocsis-Ránki] Mozart Sonata for Two Pianos in D, K448.mp3",yes
"6 enormous primitive buildings made of green stone.mp3",1984.549,00:33:05,31759715,30.288,"contacts/other-world/past/6/6 enormous primitive buildings made of green stone.mp3",yes
"4 MOON --- [Outer Wilds Ambiance] The Quantum Moon.mp3",1946.723,00:32:27,31331950,29.880,"contacts/dreamlands/moon/4 MOON --- [Outer Wilds Ambiance] The Quantum Moon.mp3",yes
"Seong-Jin Cho - Mozart Piano Concerto No. 20 in D minor, K.466 (2011).mp3",1869.035,00:31:09,31310460,29.860,"special/characters/vincent-lee/Seong-Jin Cho - Mozart Piano Concerto No. 20 in D minor, K.466 (2011).mp3",yes
cae6e3595ab843d4bdb24d18710c6c3817773717588604438.m4a,1800.000,00:30:00,29546549,28.178,contacts/general/wilderness/space-4/cae6e3595ab843d4bdb24d18710c6c3817773717588604438.m4a,yes
"Broken Pyramid -- Relaxing Egyptian Ambient Music - 30 min.mp3",1816.790,00:30:17,29327125,27.969,"contacts/egypt/bent-pyramid/Broken Pyramid -- Relaxing Egyptian Ambient Music - 30 min.mp3",yes
"10 1 ПИРАМИДЫ.mp3",1816.790,00:30:17,29327125,27.969,"contacts/general/wilderness/pyramids/10 1 ПИРАМИДЫ.mp3",yes
"TO KILL A GOD ｜ Epic Battle Dark Heroic Music ｜ Epic Music Mix by @audiomachine.mp3",1802.945,00:30:03,28854292,27.518,"special/awakening/TO KILL A GOD ｜ Epic Battle Dark Heroic Music ｜ Epic Music Mix by @audiomachine.mp3",yes
"COLD -- White Noise Sounds of Frozen Arctic Ocean with Polar Icebreaker Idling - Creating Delta Waves [ ezmp3.cc ].mp3",1800.020,00:30:00,28801286,27.467,"contacts/general/sea/antarctica/COLD -- White Noise Sounds of Frozen Arctic Ocean with Polar Icebreaker Idling - Creating Delta Waves [ ezmp3.cc ].mp3",yes
