name,duration_sec,duration_hms,size_bytes,size_mb,path,indexed_in_db
"10 Hours _ Sailing Ship Ambience • A Soothing Voyage Across the Sea [ ezmp3.cc ].mp3",1800.020,00:30:00,28801286,27.467,"contacts/general/sea/space-3/10 Hours _ Sailing Ship Ambience • A Soothing Voyage Across the Sea [ ezmp3.cc ].mp3",yes
"7.5 АМАЗОНКА.mp3",1800.020,00:30:00,28801286,27.467,"contacts/general/wilderness/amazon/7.5 АМАЗОНКА.mp3",yes
"10 5 СЕРДЦЕ АФРИКИ 1.mp3",1800.020,00:30:00,28801286,27.467,"contacts/general/wilderness/heart-of-africa/10 5 СЕРДЦЕ АФРИКИ 1.mp3",yes
"10 5 СЕРДЦЕ АФРИКИ 2.mp3",1800.020,00:30:00,28801286,27.467,"contacts/general/wilderness/heart-of-africa/10 5 СЕРДЦЕ АФРИКИ 2.mp3",yes
"17 5 ГИМАЛАИ 1.mp3",1800.020,00:30:00,28801286,27.467,"contacts/general/wilderness/himalayas/17 5 ГИМАЛАИ 1.mp3",yes
"17 5 ГИМАЛАИ 2.mp3",1800.020,00:30:00,28801286,27.467,"contacts/general/wilderness/himalayas/17 5 ГИМАЛАИ 2.mp3",yes
"21 1.mp3",1800.020,00:30:00,28801286,27.467,"contacts/general/wilderness/space-21/21 1.mp3",yes
"21 2.mp3",1800.020,00:30:00,28801286,27.467,"contacts/general/wilderness/space-21/21 2.mp3",yes
"9 1.mp3",1800.020,00:30:00,28801286,27.467,"contacts/general/wilderness/space-9/9 1.mp3",yes
"9 2.mp3",1800.020,00:30:00,28801286,27.467,"contacts/general/wilderness/space-9/9 2.mp3",yes
"16 7 ТУНГУСКА 2.mp3",1800.020,00:30:00,28801286,27.467,"contacts/general/wilderness/tunguska/16 7 ТУНГУСКА 2.mp3",yes
"Hollow Knight Ambience 10h - Abyss [ ezmp3.cc ].mp3",1800.020,00:30:00,28801286,27.467,"contacts/other-world/abyss/Hollow Knight Ambience 10h - Abyss [ ezmp3.cc ].mp3",yes
"Nine Hours in the Abyss (Dark Ambient Free) [ ezmp3.cc ].mp3",1800.020,00:30:00,28801286,27.467,"contacts/other-world/abyss/Nine Hours in the Abyss (Dark Ambient Free) [ ezmp3.cc ].mp3",yes
"The Abyss Experience (9+ Hour Dark Ambient) [ ezmp3.cc ].mp3",1800.020,00:30:00,28801286,27.467,"contacts/other-world/abyss/The Abyss Experience (9+ Hour Dark Ambient) [ ezmp3.cc ].mp3",yes
"10 Hours At the Mountains of Madness ⛰️ Dark Lovecraftian Sounds for Sleep [ ezmp3.cc ].mp3",1800.020,00:30:00,28801286,27.467,"contacts/other-world/leng/10 Hours At the Mountains of Madness ⛰️ Dark Lovecraftian Sounds for Sleep [ ezmp3.cc ].mp3",yes
"7 KADATH --- The Dream-Quest of Unknown Kadath ¦ Dark Orchestral Music HP Lovecraft.mp3",1619.383,00:26:59,25912188,24.712,"contacts/dreamlands/unknown-kadath/7 KADATH --- The Dream-Quest of Unknown Kadath ¦ Dark Orchestral Music HP Lovecraft.mp3",yes
"The Dream-Quest of Unknown Kadath ¦ Dark Orchestral Music HP Lovecraft.mp3",1619.383,00:26:59,25912188,24.712,"contacts/other-world/kadath/The Dream-Quest of Unknown Kadath ¦ Dark Orchestral Music HP Lovecraft.mp3",yes
"1920s Salon Music The Softer Sound Of The Era  @Pax41.mp3",1506.456,00:25:06,24765872,23.619,"action/1920s Salon Music The Softer Sound Of The Era  @Pax41.mp3",yes
"Hit Songs From the Roaring 1920s  @Pax41.mp3",1523.540,00:25:24,24382305,23.253,"action/Hit Songs From the Roaring 1920s  @Pax41.mp3",yes
"1920s music compilation Nr.4 (1920s Jazz and Charleston).mp3",1470.067,00:24:30,23524159,22.434,"action/1920s music compilation Nr.4 (1920s Jazz and Charleston).mp3",yes
"CURSED - Epic Horror Music Mix ｜ Dark Intense Hybrid Horror Music.mp3",1398.047,00:23:18,22373016,21.337,"combat-epic/CURSED - Epic Horror Music Mix ｜ Dark Intense Hybrid Horror Music.mp3",yes
"The Hound ¦ HP Lovecraft Orchestral Horror Music.mp3",1350.060,00:22:30,21934894,20.919,"mythos/The Hound ¦ HP Lovecraft Orchestral Horror Music.mp3",yes
"Симфоническая поэма, соч. 54 ＂Поэма экстаза＂.mp3",1209.156,00:20:09,20649498,19.693,"special/characters/calvin-wright/Симфоническая поэма, соч. 54 ＂Поэма экстаза＂.mp3",yes
"Yig  - Father of Serpents ｜ Lovecraftian Ambience⧸Drone.mp3",1251.048,00:20:51,20471791,19.523,"ancient/yig/Yig  - Father of Serpents ｜ Lovecraftian Ambience⧸Drone.mp3",yes
"2 According to the papers the year is 1771.mp3",1265.189,00:21:05,20252967,19.315,"contacts/other-world/past/2/2 According to the papers the year is 1771.mp3",yes
"5 You appear on the continent of Mu.mp3",1167.360,00:19:27,19654294,18.744,"contacts/other-world/past/5/5 You appear on the continent of Mu.mp3",yes
"4 3.mp3",982.805,00:16:23,18061103,17.224,"contacts/general/wilderness/space-4/4 3.mp3",yes
"Forest Ambush ｜ Combat Music ｜ D&D Fantasy Background Music ｜ RPG Playlist (1).mp3",1061.172,00:17:41,18006862,17.173,"combat-epic/Forest Ambush ｜ Combat Music ｜ D&D Fantasy Background Music ｜ RPG Playlist (1).mp3",yes
"Forest Ambush ｜ Combat Music ｜ D&D Fantasy Background Music ｜ RPG Playlist.mp3",1061.172,00:17:41,18006862,17.173,"combat/Forest Ambush ｜ Combat Music ｜ D&D Fantasy Background Music ｜ RPG Playlist.mp3",yes
"11 WATER.mp3",1110.622,00:18:31,17771662,16.948,"special/disaster/weather/waterspouts/11 WATER.mp3",yes
"I MISS YOU - Heart Moving Piano Music Mix ｜ Emotional Touching Piano Music.mp3",1020.891,00:17:01,16340096,15.583,"contacts/defeated/sanity/I MISS YOU - Heart Moving Piano Music Mix ｜ Emotional Touching Piano Music.mp3",yes
"Rhapsody In Blue： Gershwin.mp3",986.593,00:16:27,15947152,15.208,"special/characters/skids-otoole/Rhapsody In Blue： Gershwin.mp3",yes
"Psyclopean - Lost Carcosa - 5.mp3",915.017,00:15:15,15575959,14.854,"contacts/other-world/carcosa/Psyclopean - Lost Carcosa - 5.mp3",yes
"Creepy Music 2 Yog Sothoth.mp3",913.345,00:15:13,15196653,14.493,"ancient/yog-sothoth/Creepy Music 2 Yog Sothoth.mp3",yes
"Rachmaninov： Trio élégiaque in G Minor, № 1..mp3",896.967,00:14:57,15046388,14.349,"special/characters/trish-scarborough/Rachmaninov： Trio élégiaque in G Minor, № 1..mp3",yes
"4 The police have surrounded what looks like a church.mp3",900.206,00:15:00,14973227,14.280,"contacts/other-world/past/4/4 The police have surrounded what looks like a church.mp3",yes
"Psyclopean - Lost Carcosa - 2.mp3",870.008,00:14:30,14855815,14.168,"contacts/other-world/carcosa/Psyclopean - Lost Carcosa - 2.mp3",yes
"1 You stand in Times Square, New York.mp3",900.023,00:15:00,14401338,13.734,"contacts/other-world/future/1/1 You stand in Times Square, New York.mp3",yes
"3 Large beetle-like creatures.mp3",900.023,00:15:00,14401338,13.734,"contacts/other-world/future/3/3 Large beetle-like creatures.mp3",yes
"🎧 Dark cave ambience sound sounds on high quality white noise ASMR black screen dark screen [ ezmp3.cc ].mp3",900.023,00:15:00,14401338,13.734,"contacts/other-world/underworld/🎧 Dark cave ambience sound sounds on high quality white noise ASMR black screen dark screen [ ezmp3.cc ].mp3",yes
"H. P. Lovecraft Jazz [1920's Ambience] Cthulhu Mythos and the Old Ones.mp3",896.340,00:14:56,14342927,13.678,"action-muted/H. P. Lovecraft Jazz [1920's Ambience] Cthulhu Mythos and the Old Ones.mp3",yes
"Psyclopean - Lost Carcosa - 3.mp3",810.005,00:13:30,13895763,13.252,"contacts/other-world/carcosa/Psyclopean - Lost Carcosa - 3.mp3",yes
"6 PLATEAU OF LENG --- Psyclopean - The Men Of Leng (dark ambientatmosphericLovecraftmythosexperimentaldrone)2018.mp3",545.149,00:09:05,13083722,12.478,"contacts/antarctica/plateau-of-leng/6 PLATEAU OF LENG --- Psyclopean - The Men Of Leng (dark ambientatmosphericLovecraftmythosexperimentaldrone)2018.mp3",yes
"Yuggoth： 4.mp3",595.017,00:09:55,13023473,12.420,"contacts/other-world/yuggoth/Yuggoth： 4.mp3",yes
"Pastorale in F Major, BWV 590.mp3",779.938,00:13:00,12995389,12.393,"special/characters/sister-mary/Pastorale in F Major, BWV 590.mp3",yes
"Herbert West： Reanimator Original Soundtrack (HP Lovecraft).mp3",701.127,00:11:41,11405949,10.878,"mythos/Herbert West： Reanimator Original Soundtrack (HP Lovecraft).mp3",yes
"Richard Wagner - ＂Tristan und Isolde＂, Prelude.mp3",658.651,00:10:59,11089008,10.575,"special/characters/lola-hayes/Richard Wagner - ＂Tristan und Isolde＂, Prelude.mp3",yes
"Prelude & Fugue in E-Flat Major, BWV 552： I. Prelude.mp3",652.539,00:10:53,10980081,10.471,"special/characters/sister-mary/Prelude & Fugue in E-Flat Major, BWV 552： I. Prelude.mp3",yes
"The Dreamlands.mp3",664.477,00:11:04,10924468,10.418,"contacts/other-world/dreamlands/The Dreamlands.mp3",yes
"Psyclopean - Lost Carcosa - 1.mp3",600.059,00:10:00,10536625,10.049,"contacts/other-world/carcosa/Psyclopean - Lost Carcosa - 1.mp3",yes
"Dreams in the Witch House ¦ HP Lovecraft Horror Music.mp3",595.592,00:09:56,10425342,9.942,"mythos/Dreams in the Witch House ¦ HP Lovecraft Horror Music.mp3",yes
"Psyclopean - Lost Carcosa - 6.mp3",592.771,00:09:53,10420014,9.937,"contacts/other-world/carcosa/Psyclopean - Lost Carcosa - 6.mp3",yes
"Claude Debussy, Prélude à l'Après-midi d'un faune.mp3",650.088,00:10:50,10402220,9.920,"special/characters/agatha-crane/Claude Debussy, Prélude à l'Après-midi d'un faune.mp3",yes
"Camille Saint-Saëns - Danse Macabre.mp3",429.845,00:07:10,10341052,9.862,"special/characters/diana-stanley/Camille Saint-Saëns - Danse Macabre.mp3",yes
"Dune Sketchbook Soundtrack ｜ Shai-hulud - Hans Zimmer ｜ WaterTower.mp3",587.834,00:09:48,9925962,9.466,"ancient/shudde-mell/Dune Sketchbook Soundtrack ｜ Shai-hulud - Hans Zimmer ｜ WaterTower.mp3",yes
"Psyclopean - Lost Carcosa - 4.mp3",535.014,00:08:55,9495907,9.056,"contacts/other-world/carcosa/Psyclopean - Lost Carcosa - 4.mp3",yes
"Mozart_Violin_Concerto_No_5_in_A_Major,_K_219_I_Allegro_aperto_Anne.mp3",582.720,00:09:43,9323564,8.892,"special/victory/Mozart_Violin_Concerto_No_5_in_A_Major,_K_219_I_Allegro_aperto_Anne.mp3",yes
"Whiplash Soundtrack 06 - Caravan - Eloquence Music (128k).mp3",560.118,00:09:20,8962017,8.547,"special/victory/Whiplash Soundtrack 06 - Caravan - Eloquence Music (128k).mp3",yes
"MW2 soundtrack ＂Enemy of my enemy is my friend＂.mp3",532.323,00:08:52,8768734,8.363,"special/death-health/MW2 soundtrack ＂Enemy of my enemy is my friend＂.mp3",yes
"The End For A New Beginning ｜ by Emil Nilsson (Epic Music World).mp3",537.130,00:08:57,8602186,8.204,"special/death-health/The End For A New Beginning ｜ by Emil Nilsson (Epic Music World).mp3",yes
"Chinese Guqin  ： Flowing water Guqin 流水 古琴曲.mp3",480.052,00:08:00,8591656,8.194,"contacts/big-city/shanghai/Chinese Guqin  ： Flowing water Guqin 流水 古琴曲.mp3",yes
"Beethoven - Coriolan Overture (Karajan & Berliner Philharmoniker).mp3",514.247,00:08:34,8334494,7.948,"special/death-health/Beethoven - Coriolan Overture (Karajan & Berliner Philharmoniker).mp3",yes
"Yuggoth： 3.mp3",355.004,00:05:55,8223212,7.842,"contacts/other-world/yuggoth/Yuggoth： 3.mp3",yes
"Levon Minassian ⧸ They Have Taken The One I Love⧸Lyrics.mp3",427.677,00:07:08,7741619,7.383,"contacts/defeated/sanity/Levon Minassian ⧸ They Have Taken The One I Love⧸Lyrics.mp3",yes
"Nikriz Sirto (Tanburi Cemil Bey).mp3",448.549,00:07:29,7695260,7.339,"contacts/big-city/istanbul/Nikriz Sirto (Tanburi Cemil Bey).mp3",yes
"Yog Sothoth.mp3",441.992,00:07:22,7661647,7.307,"ancient/yog-sothoth/Yog Sothoth.mp3",yes
"The Necronomicon HP Lovecraft Orchestral Horror Music.mp3",398.446,00:06:38,7658541,7.304,"mythos/The Necronomicon HP Lovecraft Orchestral Horror Music.mp3",yes
"Bach Brandenburg Concerto No  4 in G major, BWV 1049 mvt1 Allegro D°,Karl Richter.mp3",443.141,00:07:23,7544979,7.195,"special/characters/sister-mary/Bach Brandenburg Concerto No  4 in G major, BWV 1049 mvt1 Allegro D°,Karl Richter.mp3",yes
"Turkish Ottoman Music Oud Taksim + Şarki in Makam Uşşak.mp3",355.709,00:05:56,7533592,7.185,"contacts/big-city/istanbul/Turkish Ottoman Music Oud Taksim + Şarki in Makam Uşşak.mp3",yes
"The Prestige Score - The Price Of A Good Trick.mp3",307.331,00:05:07,7376071,7.034,"special/characters/dexter-drake/The Prestige Score - The Price Of A Good Trick.mp3",yes
"Dark Piano - Dementia.mp3",443.507,00:07:24,7339193,6.999,"special/death-sanity/Dark Piano - Dementia.mp3",yes
"Devil's Reef： H.P. Lovecraft Orchestral Horror Music.mp3",456.699,00:07:37,7309001,6.970,"mythos/Devil's Reef： H.P. Lovecraft Orchestral Horror Music.mp3",yes
"The Rats in the Walls ¦ HP Lovecraft Horror Music.mp3",362.580,00:06:03,7272879,6.936,"mythos/The Rats in the Walls ¦ HP Lovecraft Horror Music.mp3",yes
"Ennio Morricone - L'Ultima Diligenza di Red Rock (Versione Integrale).mp3",452.016,00:07:32,7234507,6.899,"special/characters/tony-morgan/Ennio Morricone - L'Ultima Diligenza di Red Rock (Versione Integrale).mp3",yes
"Epic⧸Intense D&D Battle Music - D&D Boss Fight - Towering Death.mp3",407.693,00:06:48,7187366,6.854,"special/awakening/Epic⧸Intense D&D Battle Music - D&D Boss Fight - Towering Death.mp3",yes
"Vintage Japanese Music - Sangai-bushi⧸Sado Okesa by Katsutaro Kouta 1938.mp3",433.136,00:07:13,7158827,6.827,"contacts/big-city/tokyo/Vintage Japanese Music - Sangai-bushi⧸Sado Okesa by Katsutaro Kouta 1938.mp3",yes
"Plateau of Leng.mp3",426.214,00:07:06,7147989,6.817,"contacts/other-world/leng/Plateau of Leng.mp3",yes
"6 PLATEAU OF LENG --- Plateau of Leng.mp3",426.214,00:07:06,7147780,6.817,"contacts/antarctica/plateau-of-leng/6 PLATEAU OF LENG --- Plateau of Leng.mp3",yes
"𝐉𝐨𝐤𝐞𝐫'𝐬 𝐒𝐨𝐧𝐚𝐭𝐚 - Deep Dark Piano - Villain Music.mp3",439.928,00:07:20,7041325,6.715,"special/death-sanity/𝐉𝐨𝐤𝐞𝐫'𝐬 𝐒𝐨𝐧𝐚𝐭𝐚 - Deep Dark Piano - Villain Music.mp3",yes
"The Shadow Out of Time ¦ HP Lovecraft Orchestral Horror Music.mp3",397.272,00:06:37,7014163,6.689,"contacts/other-world/great-race/The Shadow Out of Time ¦ HP Lovecraft Orchestral Horror Music.mp3",yes
Yog-Sothoth.mp3,372.898,00:06:13,6974790,6.652,ancient/yog-sothoth/Yog-Sothoth.mp3,yes
"Turkish Ottoman Music Klasik Kemençe Taksim + Semai in Makam Neva.mp3",370.704,00:06:11,6966197,6.643,"contacts/big-city/istanbul/Turkish Ottoman Music Klasik Kemençe Taksim + Semai in Makam Neva.mp3",yes
"Yuggoth： 2.mp3",290.011,00:04:50,6923359,6.603,"contacts/other-world/yuggoth/Yuggoth： 2.mp3",yes
Nyarlathotep.mp3,367.125,00:06:07,6882424,6.564,ancient/nyarlathotep/Nyarlathotep.mp3,yes
"Sad Epic Emotional Music - Farewell Life.mp3",398.002,00:06:38,6876254,6.558,"contacts/defeated/sanity/Sad Epic Emotional Music - Farewell Life.mp3",yes
"6 PLATEAU OF LENG --- 01. Item Caligo - Plateau of Leng.mp3",380.134,00:06:20,6850151,6.533,"contacts/antarctica/plateau-of-leng/6 PLATEAU OF LENG --- 01. Item Caligo - Plateau of Leng.mp3",yes
"01. Item Caligo - Plateau of Leng.mp3",380.134,00:06:20,6850151,6.533,"contacts/other-world/leng/01. Item Caligo - Plateau of Leng.mp3",yes
"Nocturne in B Flat Minor, Op. 9 No. 1： ＂A Madame Camille Pleyel＂.mp3",382.276,00:06:22,6709610,6.399,"special/characters/jacqueline-fine/Nocturne in B Flat Minor, Op. 9 No. 1： ＂A Madame Camille Pleyel＂.mp3",yes
"Air on the G String (Suite No. 3, BWV 1068) J. S. Bach, original instruments.mp3",319.321,00:05:19,6694925,6.385,"special/characters/mandy-thompson/Air on the G String (Suite No. 3, BWV 1068) J. S. Bach, original instruments.mp3",yes
"De Vermis Mysteriis： Cthulhu Mythos Orchestral Horror Music.mp3",332.016,00:05:32,6353432,6.059,"mythos/De Vermis Mysteriis： Cthulhu Mythos Orchestral Horror Music.mp3",yes
"Yuggoth： 1.mp3",260.023,00:04:20,6323588,6.031,"contacts/other-world/yuggoth/Yuggoth： 1.mp3",yes
"12 METEROR SHOWER (SERIO).mp3",258.482,00:04:18,6242301,5.953,"special/disaster/location/meteor-showers/12 METEROR SHOWER (SERIO).mp3",yes
"Ancient Aztec and Mayan traditional music by Ricardo Tlalli Lozano. Song_ Tikal.mp3",378.175,00:06:18,6176013,5.890,"contacts/general/city/space-7/Ancient Aztec and Mayan traditional music by Ricardo Tlalli Lozano. Song_ Tikal.mp3",yes
"Unaussprechlichen Kulten： Cthulhu Mythos Orchestral Horror Music.mp3",319.478,00:05:19,6173407,5.887,"mythos/Unaussprechlichen Kulten： Cthulhu Mythos Orchestral Horror Music.mp3",yes
"Johann Strauss II - Frühlingsstimmen op. 410.mp3",347.873,00:05:48,6168531,5.883,"special/victory/Johann Strauss II - Frühlingsstimmen op. 410.mp3",yes
"Chinese Empire⧸Qing Dynasty (1636-1912) Anthem ＂Cup of Solid Gold＂ Medley (1911)-[AudioTrimmer.com].mp3",382.537,00:06:23,6123911,5.840,"special/characters/lily-chen/Chinese Empire⧸Qing Dynasty (1636-1912) Anthem ＂Cup of Solid Gold＂ Medley (1911)-[AudioTrimmer.com].mp3",yes
"Dimitri Kantemiroğlu - Hüseynî Peşrev (Alla Turca Kollektif).mp3",349.074,00:05:49,6033909,5.754,"contacts/big-city/istanbul/Dimitri Kantemiroğlu - Hüseynî Peşrev (Alla Turca Kollektif).mp3",yes
YTDown_YouTube_Memory-of-music-folk-instrument-videos-p_Media_tyAi1pRRjDY_005_128k-[AudioTrimmer.com].mp3,198.844,00:03:19,5898312,5.625,contacts/general/city/space-14/YTDown_YouTube_Memory-of-music-folk-instrument-videos-p_Media_tyAi1pRRjDY_005_128k-[AudioTrimmer.com].mp3,yes
"Händel Messiah - Hallelujah Chorus.mp3",241.189,00:04:01,5808796,5.540,"special/characters/father-mateo/Händel Messiah - Hallelujah Chorus.mp3",yes
"WHEN ALL HOPE IS LOST - ＂The Nuclear War＂ by Sigurd Jøhnk-Jensen.mp3",334.785,00:05:35,5758148,5.491,"special/defeat/WHEN ALL HOPE IS LOST - ＂The Nuclear War＂ by Sigurd Jøhnk-Jensen.mp3",yes
"Sad Dramatic Emotional Epic Music - My Spirit Is Free [Royalty Free].mp3",311.014,00:05:11,5672334,5.410,"special/death-sanity/Sad Dramatic Emotional Epic Music - My Spirit Is Free [Royalty Free].mp3",yes
"Music for a Brutal Betrayal - To The Gallows.mp3",346.331,00:05:46,5654861,5.393,"special/death-health/Music for a Brutal Betrayal - To The Gallows.mp3",yes
"The Elder Scrolls V Dragonborn OST   Apocrypha 02.mp3",288.679,00:04:49,5641438,5.380,"contacts/other-world/celaeno/The Elder Scrolls V Dragonborn OST   Apocrypha 02.mp3",yes
"＂Rolling Walnuts＂ (traditional Chinese)-[AudioTrimmer.com].mp3",350.328,00:05:50,5608477,5.349,"special/characters/lily-chen/＂Rolling Walnuts＂ (traditional Chinese)-[AudioTrimmer.com].mp3",yes
"Ithaqua the Wind-Walker.mp3",316.029,00:05:16,5568356,5.310,"ancient/ithaqua/Ithaqua the Wind-Walker.mp3",yes
"Dark & Moody Spanish Guitar Music.mp3",328.673,00:05:29,5494901,5.240,"contacts/big-city/buenos-aires/Dark & Moody Spanish Guitar Music.mp3",yes
"Again and Again by Benny Carter.mp3",328.934,00:05:29,5376655,5.128,"special/characters/roland-banks/Again and Again by Benny Carter.mp3",yes
"The Colour Out of Space HP Lovecraft Orchestra Horror Music.mp3",261.460,00:04:21,5324471,5.078,"mythos/The Colour Out of Space HP Lovecraft Orchestra Horror Music.mp3",yes
"Dark Piano - Silence.mp3",273.554,00:04:34,5269303,5.025,"special/death-sanity/Dark Piano - Silence.mp3",yes
"Dark Music - The Master Of Death ｜ Immortality.mp3",289.097,00:04:49,5228335,4.986,"special/death-health/Dark Music - The Master Of Death ｜ Immortality.mp3",yes
One_Flew_Over_The_Cuckoo's_Nest_Closing_from_One_Flew_Over_The_Cuckoo's.mp3,217.051,00:03:37,5210625,4.969,special/characters/jack-waters/One_Flew_Over_The_Cuckoo's_Nest_Closing_from_One_Flew_Over_The_Cuckoo's.mp3,yes
"The Haunter of the Dark ¦ HP Lovecraft Horror Music.mp3",278.047,00:04:38,5177088,4.937,"mythos/The Haunter of the Dark ¦ HP Lovecraft Horror Music.mp3",yes
"17th Century Ottoman Classical Music  ｜ Nikriz Peşrev.mp3",272.091,00:04:32,5131145,4.893,"contacts/big-city/istanbul/17th Century Ottoman Classical Music  ｜ Nikriz Peşrev.mp3",yes
"Musique Ottomane Osmanli musik Ottoman Turkish Music from 17th century (XVII ème siècle).mp3",304.353,00:05:04,5100393,4.864,"contacts/big-city/istanbul/Musique Ottomane Osmanli musik Ottoman Turkish Music from 17th century (XVII ème siècle).mp3",yes
"5 wading through the endless river of time.mp3",294.165,00:04:54,5066047,4.831,"contacts/other-world/future/5/5 wading through the endless river of time.mp3",yes
"＂TELL ME HOW HE DIED＂ by Dan Thiessen • Epic Music World ｜ World's Most Emotional Music.m4a",312.100,00:05:12,5056455,4.822,"contacts/defeated/health/＂TELL ME HOW HE DIED＂ by Dan Thiessen • Epic Music World ｜ World's Most Emotional Music.m4a",yes
"Traditional Ottoman - Warrior's March.mp3",284.395,00:04:44,5053289,4.819,"contacts/big-city/istanbul/Traditional Ottoman - Warrior's March.mp3",yes
"Nocturne in E Minor, Op. 72 No. 1, Op. Posthume.mp3",277.525,00:04:38,5033543,4.800,"special/characters/jacqueline-fine/Nocturne in E Minor, Op. 72 No. 1, Op. Posthume.mp3",yes
"＂TELL ME HOW HE DIED＂ by Dan Thiessen • Epic Music World ｜ World's Most Emotional Music.mp3",312.111,00:05:12,5002938,4.771,"special/death-health/＂TELL ME HOW HE DIED＂ by Dan Thiessen • Epic Music World ｜ World's Most Emotional Music.mp3",yes
"Ralpi - The Last Battle (Sad Emotional).mp3",240.118,00:04:00,4933738,4.705,"special/death-health/Ralpi - The Last Battle (Sad Emotional).mp3",yes
"Ottoman-Turkish Music, Derya Türkan - Nikriz Peşrev.mp3",270.211,00:04:30,4927578,4.699,"contacts/big-city/istanbul/Ottoman-Turkish Music, Derya Türkan - Nikriz Peşrev.mp3",yes
"Antonio Vivaldi ~ Winter (December) I ~ Allegro non molto.mp3",204.774,00:03:25,4914710,4.687,"special/characters/george-barnaby/Antonio Vivaldi ~ Winter (December) I ~ Allegro non molto.mp3",yes
"Cavatina (Theme from ＂The Deer Hunter＂).mp3",257.567,00:04:18,4887164,4.661,"special/death-sanity/Cavatina (Theme from ＂The Deer Hunter＂).mp3",yes
"The Elder Scrolls V Dragonborn OST - Apocrypha 01.mp3",239.073,00:03:59,4846765,4.622,"contacts/other-world/celaeno/The Elder Scrolls V Dragonborn OST - Apocrypha 01.mp3",yes
"8 TOKYO.mp3",206.890,00:03:27,4845509,4.621,"special/disaster/city/tokyo/8 TOKYO.mp3",yes
"Dark & Mysterious Spanish Guitar Music： MISTERIO - Al Marconi.mp3",245.603,00:04:06,4765890,4.545,"contacts/big-city/buenos-aires/Dark & Mysterious Spanish Guitar Music： MISTERIO - Al Marconi.mp3",yes
"Bessie Smith-Aggravatin Papa.mp3",198.478,00:03:18,4763617,4.543,"special/characters/daniela-reyes/Bessie Smith-Aggravatin Papa.mp3",yes
"Beethoven： Symphony No. 5 ⧸ Karajan · Berliner Philharmoniker.mp3",180.323,00:03:00,4762206,4.542,"special/characters/sefina-rousseau/Beethoven： Symphony No. 5 ⧸ Karajan · Berliner Philharmoniker.mp3",yes
"Andrea Vanzo - Amélie - Comptine d’un autre été, l’après-midi (Reimagined) - (Official Video).mp3",195.709,00:03:16,4761295,4.541,"special/characters/daisy-walker/Andrea Vanzo - Amélie - Comptine d’un autre été, l’après-midi (Reimagined) - (Official Video).mp3",yes
"If You Need The Most Epic Dark Boss Theme, Check This • ＂CTHULHU AWAKENS＂ by Apollon de Moura.mp3",266.527,00:04:27,4754823,4.535,"special/awakening/If You Need The Most Epic Dark Boss Theme, Check This • ＂CTHULHU AWAKENS＂ by Apollon de Moura.mp3",yes
"Last Goodbye (Sad Piano) - Michael Ortega.mp3",244.898,00:04:05,4689278,4.472,"contacts/defeated/sanity/Last Goodbye (Sad Piano) - Michael Ortega.mp3",yes
